ID,Tipo,SKU,Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Fecha en que empieza el precio rebajado","Fecha en que termina el precio de oferta","Estado del impuesto","Clase de impuesto","¿En inventario?",Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","Vendido Individualmente?","Peso (kg)","Longitud (cm)","Ancho (cm)","Altura (cm)","¿Permitir reseñas de clientes?","Notas de la compra","Precio de oferta","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1"
6647,simple,54813,"Parlante Daewoo DA-6015",1,0,visible,"<ul>
 	<li>2600 W PMPO</li>
 	<li>Woofer 15""</li>
 	<li>Luces LED</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>2600 W PMPO</li>
 	<li>Woofer 15""</li>
 	<li>Luces LED</li>
 	<li>Conexión Bluetooth/USB/SD/MIC/AUX</li>
 	<li>Radio FM</li>
 	<li>Batería recargable</li>
 	<li>Display LED</li>
</ul>
<strong>MODELO: DA-6015</strong>
<strong>CODIGO: 54813</strong>",,,taxable,,1,3,,0,0,,,,,0,,,26500,Audio,"Parlante, Parlante Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/07/Parlante-DW-6015.jpg,,,,,,,,,0,,,,
6651,simple,54810,"Parlante Daewoo DW-D1002",1,0,visible,"<ul>
 	<li>Potencia 2200 Watts PMPO</li>
 	<li>Conexión inalámbrica Bluetooth</li>
 	<li>Woofer de 12""</li>
 	<li>Conexión USB / SD</li>
 	<li>Entrada AUX</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Potencia 2200 Watts PMPO</li>
 	<li>Conexión inalámbrica Bluetooth</li>
 	<li>Woofer de 12""</li>
 	<li>Conexión USB / SD</li>
 	<li>Entrada AUX</li>
 	<li>Entrada para Micrófono</li>
 	<li>Funciones Radio FM</li>
 	<li>Refuerzos graves</li>
 	<li>Luces LED Disco</li>
 	<li>Display LED</li>
 	<li>Equalizador 5 bandas</li>
 	<li>Manija y ruedas para transporte</li>
 	<li>Potencia de consumo 45W</li>
 	<li>Voltaje 100-240V / 50-60Hz</li>
 	<li>Batería 7,4V 1800mAh</li>
</ul>
<strong>MODELO: DW-D1002</strong>
<strong>CODIGO: 54810</strong>",,,taxable,,1,3,,0,0,,,,,0,,,25000,Audio,"Parlante, Parlante Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/07/Parlante-DW-D1002.jpg,,,,,,,,,0,,,,
6653,simple,54812,"Parlante Daewoo DA-6012",1,0,visible,"<ul>
 	<li>2200 W PMPO</li>
 	<li>Woofer 12""</li>
 	<li>Luces LED</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>2200 W PMPO</li>
 	<li>Woofer 12""</li>
 	<li>Luces LED</li>
 	<li>Conexión Bluetooth/USB/SD/MIC/AUX</li>
 	<li>Radio FM</li>
 	<li>Batería recargable</li>
 	<li>Display LED</li>
</ul>
<strong>MODELO: DA-6012</strong>
<strong>CODIGO: 54812</strong>",,,taxable,,1,3,,0,0,,,,,0,,,19500,Audio,"Parlante, Parlante Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/07/Parlante-DW-6012.jpg,,,,,,,,,0,,,,
6655,simple,54836,"Parlantes Daewoo DW-T3001",1,0,visible,"<ul>
 	<li>Potencia de salida: 12W</li>
 	<li>Entrada: USB</li>
 	<li>Conexión: BT</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Potencia de salida: 12W</li>
 	<li>Entrada: USB</li>
 	<li>Conexión: BT</li>
 	<li>Controlador de unidad: 2.5 “ x2</li>
 	<li>Cantidad de parlantes: 2</li>
 	<li>Interfaz: RCA</li>
</ul>
<strong>MODELO: DW-T3001</strong>
<strong>CODIGO: 54836</strong>",,,taxable,,1,3,,0,0,,,,,0,,,7500,Audio,"Parlantes, Parlantes Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/07/Parlantes-DW-T3001.jpg,,,,,,,,,0,,,,
6657,simple,54837,"Parlantes Daewoo DW-T3003",1,0,visible,"<ul>
 	<li>Potencia de salida: 24W RMS</li>
 	<li>Entrada: USB</li>
 	<li>Conexión: BT</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Potencia de salida: 24W RMS</li>
 	<li>Entrada: USB</li>
 	<li>Conexión: BT</li>
 	<li>Regulador: Control de graves</li>
 	<li>Cantidad de parlantes: 2</li>
 	<li>Interfaz: RCA</li>
</ul>
<strong>MODELO: DW-T3003</strong>
<strong>CODIGO: 54837</strong>",,,taxable,,1,3,,0,0,,,,,0,,,9000,Audio,"Parlantes, Parlantes Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/07/Parlantes-DW-T3003.jpg,,,,,,,,,0,,,,
6659,simple,58278,"Grabadora de voz Uniden AA-1103",1,0,visible,"<ul>
 	<li>8GB de memoria interna</li>
 	<li>Usa 2 baterías AAA</li>
 	<li>Noise cancellation</li>
 	<li>Voz activada (VOR)</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>8GB de memoria interna</li>
 	<li>Usa 2 baterías AAA</li>
 	<li>Noise cancellation</li>
 	<li>Voz activada (VOR)</li>
 	<li>582 Horas de grabacion</li>
 	<li>Adaptador p/ grabar conversaciones tel. Incluido</li>
 	<li>Display LCD / Micro USB p/ bajar info de la PC</li>
 	<li>Soporta MP3 Player</li>
</ul>
<strong>MODELO: AA-1103</strong>
<strong>CODIGO: 58278</strong>",,,taxable,,1,3,,0,0,,,,,0,,,10000,"Audio, Tecnología","Grabadora de voz",,https://smartpro.com.ar/wp-content/uploads/2021/07/Grabadora-AA-1103.jpg,,,,,,,,,0,,,,
6662,simple,58279,"Grabadora de voz Uniden AA-1101",1,0,visible,"<ul>
 	<li>8GB de memoria interna</li>
 	<li>Grabación con un solo botón</li>
 	<li>Batería interna recargable de Litio con USB</li>
 	<li>Micrófono Potente / Noise Cancellation</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>8GB de memoria interna</li>
 	<li>Grabación con un solo botón</li>
 	<li>Batería interna recargable de Litio con USB</li>
 	<li>Micrófono Potente / Noise Cancellation</li>
 	<li>display de Indicación de Grabación calidad</li>
 	<li>Sistema de grabación por voz activa (VOR)</li>
 	<li>Adaptador p/ grabar conversaciones telefónicas</li>
 	<li>Radio FM tune y grabación de Radio FM</li>
</ul>
<strong>MODELO: AA-1101</strong>
<strong>CODIGO: 58279</strong>",,,taxable,,1,3,,0,0,,,,,0,,,10500,"Audio, Tecnología","Grabadora de voz",,https://smartpro.com.ar/wp-content/uploads/2021/07/Grabadora-AA-1101.jpg,,,,,,,,,0,,,,
6664,simple,59009,"Contador de billetes Daewoo DW-BILL001",1,0,visible,"<ul>
 	<li>Características
<ul>
 	<li>Detección automática con UV (ultravioleta) y MG (magnético) mientras cuenta</li>
 	<li>Adecuado para la mayoría de las monedas del mundo</li>
 	<li>Automatización de inicio, parada, parada y limpieza</li>
 	<li>Con funciones de procesamiento por lotes, adición y autoexamen</li>
 	<li>Detección automática de media nota</li>
</ul>
</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Características
<ul>
 	<li>Detección automática con UV (ultravioleta) y MG (magnético) mientras cuenta</li>
 	<li>Adecuado para la mayoría de las monedas del mundo</li>
 	<li>Automatización de inicio, parada, parada y limpieza</li>
 	<li>Con funciones de procesamiento por lotes, adición y autoexamen</li>
 	<li>Detección automática de media nota</li>
</ul>
</li>
 	<li>Especificaciones
<ul>
 	<li>Velocidad de conteo: 900pcs / min</li>
 	<li>Tamaño de la nota contable: 50 mm x 110 mm ~ 90 mm x 185 mm</li>
 	<li>Dimensiones: 289 mm x 255 mm x 180 mm</li>
 	<li>Peso neto: 5.5kgs</li>
 	<li>Consumo de energía: 75W</li>
 	<li>Capacidad de la tolva: 300 piezas</li>
 	<li>Capacidad del apilador: 200 piezas</li>
</ul>
</li>
</ul>
<strong>MODELO: DW-BILL001</strong>
<strong>CODIGO: 59009</strong>",,,taxable,,1,3,,0,0,,,,,0,,,11000,"Hogar, Tecnología, Tiempo Libre","Contador de billetes",,https://smartpro.com.ar/wp-content/uploads/2021/07/Contador-de-billetes-DW-BILL001.jpg,,,,,,,,,0,,,,
6666,simple,59110,"Tabla de planchar Standar",1,0,visible,"<ul>
 	<li>Caño redondo, tijera</li>
 	<li>Con posaplancha</li>
 	<li>Medidas: 1,10 x 0,34</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Caño redondo, tijera</li>
 	<li>Con posaplancha</li>
 	<li>Medidas: 1,10 x 0,34</li>
 	<li>Una posición</li>
</ul>
<strong>CODIGO: 59110</strong>",,,taxable,,1,3,,0,0,,,,,0,,,2000,Hogar,"PLANCHA PARA ROPA, Tabla de planchar",,https://smartpro.com.ar/wp-content/uploads/2021/07/Tabla-Standar.jpg,,,,,,,,,0,,,,
6668,simple,59111,"Tabla de planchar Lujo",1,0,visible,"<ul>
 	<li>Caño redondo, tijera</li>
 	<li>Con posaplancha y posamangas</li>
 	<li>Medidas: 1,10 x 0,34</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Caño redondo, tijera</li>
 	<li>Con posaplancha y posamangas</li>
 	<li>Medidas: 1,10 x 0,34</li>
 	<li>Tres posiciones</li>
</ul>
<strong>CODIGO: 59111</strong>",,,taxable,,1,3,,0,0,,,,,0,,,2500,Hogar,"PLANCHA PARA ROPA, Tabla de planchar",,https://smartpro.com.ar/wp-content/uploads/2021/07/Tabla-Lujo.jpg,,,,,,,,,0,,,,
6671,simple,59112,"Tabla de planchar Super Lujo",1,0,visible,"<ul>
 	<li>Caño redondo, tijera</li>
 	<li>Con posaplancha, posamangas y posarropa</li>
 	<li>Medidas: 1,10 x 0,34</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Caño redondo, tijera</li>
 	<li>Con posaplancha, posamangas y posarropa</li>
 	<li>Medidas: 1,10 x 0,34</li>
 	<li>Tres posiciones</li>
</ul>
<strong>CODIGO: 59112</strong>",,,taxable,,1,3,,0,0,,,,,0,,,3000,Hogar,"PLANCHA PARA ROPA, Tabla de planchar",,https://smartpro.com.ar/wp-content/uploads/2021/07/Tabla-Sup-Lujo.jpg,,,,,,,,,0,,,,
6673,simple,59113,"Tabla de planchar de mesa",1,0,visible,"<ul>
 	<li>Caño redondo</li>
 	<li>Con posaplancha corredizo</li>
 	<li>Una posición</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Caño redondo</li>
 	<li>Con posaplancha corredizo</li>
 	<li>Una posición</li>
</ul>
<strong>CODIGO: 59113</strong>",,,taxable,,1,3,,0,0,,,,,0,,,2500,Hogar,"PLANCHA PARA ROPA, Tabla de planchar",,https://smartpro.com.ar/wp-content/uploads/2021/07/Tabla-mesa.jpg,,,,,,,,,0,,,,
6675,simple,59114,"Funda para Tabla de planchar Standard",1,0,visible,"<ul>
 	<li>Tela estampada</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Tela estampada</li>
</ul>
<strong>CODIGO: 59114</strong>",,,taxable,,1,3,,0,0,,,,,0,,,1000,Hogar,"PLANCHA PARA ROPA, Tabla de planchar",,https://smartpro.com.ar/wp-content/uploads/2021/07/Funda-tabla-est.jpg,,,,,,,,,0,,,,
6677,simple,59115,"Funda para Tabla de planchar Premium",1,0,visible,"<ul>
 	<li>Tela metalizada</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Tela metalizada</li>
</ul>
<strong>CODIGO: 59115</strong>",,,taxable,,1,3,,0,0,,,,,0,,,1500,Hogar,"PLANCHA PARA ROPA, Tabla de planchar",,https://smartpro.com.ar/wp-content/uploads/2021/07/Funda-tabla-met.jpg,,,,,,,,,0,,,,
6679,simple,59251,"Radio Winco W-2004",1,0,visible,"<ul>
 	<li>Radio portátil de mano</li>
 	<li>DUAL a 220V o 2 pilas X 1.5 V C/U mod SUM-1 D</li>
 	<li>AM/FM</li>
 	<li>4 bandas</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Radio portátil de mano</li>
 	<li>DUAL a 220V o 2 pilas X 1.5 V C/U mod SUM-1 D</li>
 	<li>AM/FM</li>
 	<li>4 bandas</li>
 	<li>Salida para auriculares</li>
 	<li>Medidas producto:19*15.5*5</li>
 	<li>Medidas caja:23*17*7</li>
</ul>
<strong>MODELO: W-2004</strong>
<strong>CODIGO: 59251</strong>",,,taxable,,1,3,,0,0,,,,,0,,,2500,"Audio, Hogar","Radio, RADIO CLASICA",,https://smartpro.com.ar/wp-content/uploads/2021/07/Radio-W-2004.jpg,,,,,,,,,0,,,,
6681,simple,59252,"Radio Winco W-2005",1,0,visible,"<ul>
 	<li>Radio DUAL 220V / DC 3V = 2 pilas 1.5 V</li>
 	<li>AM/FM de 9 bandas</li>
 	<li>Antena telescópica</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Radio DUAL 220V / DC 3V = 2 pilas 1.5 V</li>
 	<li>AM/FM de 9 bandas</li>
 	<li>Antena telescópica</li>
 	<li>Medidas producto:20*12*5cm</li>
 	<li>Medidas caja: 26*14.5*8cm</li>
 	<li>Peso: 565g.</li>
</ul>
<strong>MODELO: W-2005</strong>
<strong>CODIGO: 59252</strong>",,,taxable,,1,3,,0,0,,,,,0,,,2500,"Audio, Hogar","Radio, RADIO CLASICA",,https://smartpro.com.ar/wp-content/uploads/2021/07/Radio-W-2005.jpg,,,,,,,,,0,,,,
6684,simple,59249,"Radio Reloj Winco W-3107",1,0,visible,"<ul>
 	<li>Radio AM/FM</li>
 	<li>9 bandas</li>
 	<li>Visor digital LCD iluminado</li>
 	<li>Reloj digital</li>
 	<li>Alarma</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Radio AM/FM</li>
 	<li>9 bandas</li>
 	<li>Visor digital LCD iluminado</li>
 	<li>Reloj digital</li>
 	<li>Alarma</li>
 	<li>Mejor recepción</li>
 	<li>Parlante incorporado</li>
 	<li>Medidas producto:16*9.5*5cm</li>
 	<li>Medidas caja:16.5*10.5*6</li>
</ul>
<strong>MODELO: W-3107</strong>
<strong>CODIGO: 59249</strong>",,,taxable,,1,3,,0,0,,,,,0,,,2000,"Audio, Hogar","Radio, RADIO CLASICA",,https://smartpro.com.ar/wp-content/uploads/2021/07/Radio-W-3107.jpg,,,,,,,,,0,,,,
6687,simple,V-70708,"Teclado y Mouse inalámbricos Verbatim",1,0,visible,"<ul>
 	<li>Conexión inalámbrica de 2.4 GHz para un desempeño sin retraso</li>
 	<li>El nano receptor conecta el teclado y el mouse a la computadora</li>
 	<li>Teclas de acceso rápido a controles multimedia</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Conexión inalámbrica de 2.4 GHz para un desempeño sin retraso</li>
 	<li>El nano receptor conecta el teclado y el mouse a la computadora</li>
 	<li>Teclas de acceso rápido a controles multimedia</li>
 	<li>Mouse de 1000 DPI</li>
 	<li>Mouse ambidiestro</li>
 	<li>Compatible con plataformas Windows y Mac</li>
</ul>
<strong>CODIGO: V-70708</strong>",,,taxable,,1,3,,0,0,,,,,0,,,2500,Tecnología,"teclado, Teclado inalámbrico",,https://smartpro.com.ar/wp-content/uploads/2021/07/Teclado-y-mouse.jpg,,,,,,,,,0,,,,
6689,simple,V-97753,"Teclado Bluetooth Verbatim",1,0,visible,"<ul>
 	<li>Compatible con iPad / iPhone /Android y otras tablet habilitadas para Bluetooth con soporte de teclado HID</li>
 	<li>Diseño delgado y elegante que se guarda fácilmente en el estuche de transporte para una máxima portabilidad y movilidad</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Compatible con iPad / iPhone /Android y otras tablet habilitadas para Bluetooth con soporte de teclado HID</li>
 	<li>Diseño delgado y elegante que se guarda fácilmente en el estuche de transporte para una máxima portabilidad y movilidad</li>
 	<li>Batería recargable incorporada</li>
 	<li>Teclas inteligentes mejoradas: teclas de función inteligentes fáciles de usar para cortar, copiar, pegar y deshacer. Controles agregados para control de música, apagado y bloqueo del dispositivo</li>
</ul>
<strong>CODIGO: V-97753</strong>",,,taxable,,1,3,,0,0,,,,,0,,,3000,Tecnología,"teclado, Teclado inalámbrico",,https://smartpro.com.ar/wp-content/uploads/2021/07/Teclado-bluetooth.jpg,,,,,,,,,0,,,,
6706,simple,73404,"Portabicicleta para 3 bicicletas Rosello",1,0,visible,"<ul>
 	<li>Para llevar 3 bicicletas</li>
 	<li>Caño estructural 40 x 40 x 3,2</li>
 	<li>Peso 9 Kg</li>
 	<li>Brazo para colocación de paragolpes con luces y portapatente</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Rebatible</li>
 	<li>Para llevar 3 bicicletas</li>
 	<li>Peso máximo: 12 Kg por bicicleta</li>
 	<li>Con protección de goma para proteger las bicicletas</li>
 	<li>Caño estructural 40 x 40 x 3,2</li>
 	<li>Peso 9 Kg</li>
 	<li>Brazo para colocación de paragolpes con luces y portapatente</li>
</ul>
<strong>CODIGO: 73404</strong>",,,taxable,,1,3,,0,0,,,,,0,,,11500,"Tiempo Libre","bici, Bicicletas, Portabicicletas",,"https://smartpro.com.ar/wp-content/uploads/2021/07/Porta-bicicletas-3.jpg, https://smartpro.com.ar/wp-content/uploads/2021/07/Porta-bicicletas-3.jpg, https://smartpro.com.ar/wp-content/uploads/2021/07/Luces-auto.jpg",,,,,,,,,0,,,,
6709,simple,73405,"Portabicicleta para 4 bicicletas Rosello",1,0,visible,"<ul>
 	<li>Para llevar 3 bicicletas</li>
 	<li>Caño estructural 40 x 40 x 3,2</li>
 	<li>Peso 12 Kg</li>
 	<li>Brazo para colocación de paragolpes con luces y portapatente</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Rebatible</li>
 	<li>Para llevar 4 bicicletas</li>
 	<li>Peso máximo: 12 Kg por bicicleta</li>
 	<li>Con protección de goma para proteger las bicicletas</li>
 	<li>Caño estructural 40 x 40 x 3,2</li>
 	<li>Peso 12 Kg</li>
 	<li>Brazo para colocación de paragolpes con luces y portapatente</li>
</ul>
<strong>CODIGO: 73405</strong>",,,taxable,,1,3,,0,0,,,,,0,,,13500,"Tiempo Libre","bici, Bicicletas, Portabicicletas",,"https://smartpro.com.ar/wp-content/uploads/2021/07/Porta-bicicletas-4.jpg, https://smartpro.com.ar/wp-content/uploads/2021/07/Porta-bicicletas-4.jpg, https://smartpro.com.ar/wp-content/uploads/2021/07/Luces-auto.jpg",,,,,,,,,0,,,,
6712,simple,73406,"Soporte de pared para P/2 bicicletas con aro Rosello",1,0,visible,"<ul>
 	<li>Rebatible / Plegable</li>
 	<li>Para 2 bicicletas</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Rebatible / Plegable</li>
 	<li>Para 2 bicicletas</li>
 	<li>Con goma para proteger la llanta</li>
 	<li>Incluye ojal para asegurar la bicicleta con cadena</li>
</ul>
<strong>CODIGO: 73406</strong>",,,taxable,,1,3,,0,0,,,,,0,,,3500,"Tiempo Libre","bici, Bicicletas, Portabicicletas",,https://smartpro.com.ar/wp-content/uploads/2021/07/Soporte-para-bicicleta.jpg,,,,,,,,,0,,,,
6714,variable,84523,"Guitarra eléctrica Smith ST301 Stratocaster",1,0,visible,"<ul>
 	<li>3 Micrófonos Paradynamic.</li>
 	<li>1 control de Volumen y 2 de Tono.</li>
 	<li>Perilla de 5 Posiciones.</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Cuerpo solido.</li>
 	<li>3 Micrófonos Paradynamic.</li>
 	<li>Accesorios Cromados.</li>
 	<li>1 control de Volumen y 2 de Tono.</li>
 	<li>Perilla de 5 Posiciones.</li>
 	<li>Diseño vintage con lustre satinado.</li>
</ul>
<strong>MODELO: ST301</strong>
<strong>CODIGO: 84523</strong>",,,taxable,,1,3,,0,0,,,,,0,,,,"Tiempo Libre","Guitarra, Guitarra eléctrica",,https://smartpro.com.ar/wp-content/uploads/2021/07/Guitarra-electrica.jpeg,,,,,,,,,0,color,"Dark Wood, Natural, Rojo",1,1
6715,variation,"84523 D","Guitarra eléctrica Smith ST301 Stratocaster - Dark Wood",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18500,,,,https://smartpro.com.ar/wp-content/uploads/2021/07/Guitarra-electrica-D.jpg,,,84523,,,,,,2,color,"Dark Wood",,1
6716,variation,"84523 N","Guitarra eléctrica Smith ST301 Stratocaster - Natural",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18500,,,,https://smartpro.com.ar/wp-content/uploads/2021/07/Guitarra-electrica-N.jpg,,,84523,,,,,,3,color,Natural,,1
6717,variation,"84523 R","Guitarra eléctrica Smith ST301 Stratocaster - Rojo",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18500,,,,https://smartpro.com.ar/wp-content/uploads/2021/07/Guitarra-electrica-R.jpg,,,84523,,,,,,1,color,Rojo,,1
6722,simple,84520,"Guitarra eléctrica Smith VT 401-C Les Paul - Vintage",1,0,visible,"<ul>
 	<li>Nombre del modelo: Epiphone Les Paul Standard 60s, Ebony</li>
 	<li>Forma: Les Paul</li>
 	<li>Perfil: Slim Taper 60s C</li>
 	<li>Ancho de la tuerca: 1.693"" / 43mm</li>
 	<li>Diapasón: Laurel indio</li>
 	<li>Longitud de escala: 24.75"" / 628.65mm</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Nombre del modelo: Epiphone Les Paul Standard 60s, Ebony</li>
 	<li>Forma: Les Paul</li>
 	<li>Material: Caoba</li>
 	<li>Atamiento: Cream</li>
 	<li>Mástil: Caoba</li>
 	<li>Perfil: Slim Taper 60s C</li>
 	<li>Ancho de la tuerca: 1.693"" / 43mm</li>
 	<li>Diapasón: Laurel indio</li>
 	<li>Longitud de escala: 24.75"" / 628.65mm</li>
 	<li>Número de trastes: 22</li>
 	<li>Nut: Tecnología de Gráficos</li>
 	<li>Inlay: Trapezoide perlado</li>
 	<li>Puente: Locktone ABR Tune-O-Matic</li>
 	<li>Cola de caballo: Barra de parada</li>
 	<li>Pomos: Gold Insertar botóns con punteros de dial niquelados</li>
 	<li>Sintonizadores: Grover Rotomatic 18:1</li>
 	<li>Placas: Níquel</li>
 	<li>Pastilla del mástil: Probucker-2</li>
 	<li>Pastilla del puente: Probucker-3</li>
 	<li>Controles: 2- Volumen, 2- Tono Electrónica CTS</li>
</ul>
<strong>MODELO: VT-401</strong>
<strong>CODIGO: 84520</strong>",,,taxable,,1,3,,0,0,,,,,0,,,22500,"Tiempo Libre","Guitarra, Guitarra eléctrica",,https://smartpro.com.ar/wp-content/uploads/2021/07/Guitarra-electrica-Lp4001.jpg,,,,,,,,,0,,,,
6724,variable,90000,"Moto policía Bipo ZP9886",1,0,visible,"<ul>
 	<li>Moto a batería económica</li>
 	<li>Medidas 75 x 40 x 55 cm</li>
 	<li>Marcha atrás y adelante</li>
 	<li>Manubrio, luces y sonido</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Moto a batería económica</li>
 	<li>Medidas 75 x 40 x 55 cm</li>
 	<li>Marcha atrás y adelante</li>
 	<li>Manubrio, luces y sonido</li>
 	<li>Máximo 30 Kg</li>
 	<li>Velocidad 2,5 Km/h</li>
 	<li>6 Volts</li>
</ul>
<strong>MODELO: ZP9886</strong>
<strong>CODIGO: 90000</strong>",,,taxable,,1,3,,0,0,,,,,0,,,,"Tiempo Libre","Juguete, niño, Vehículo",,https://smartpro.com.ar/wp-content/uploads/2021/07/Vehiculo-ZP9886.jpg,,,,,,,,,0,color,"Amarillo, Azul, Blanco, Rojo, Verde",1,1
6726,variation,"90000 AM","Moto policía Bipo ZP9886 - Amarillo",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,16500,,,,https://smartpro.com.ar/wp-content/uploads/2021/07/Vehiculo-ZP9886-AM.jpg,,,90000,,,,,,1,color,Amarillo,,1
6727,variation,"90000 AZ","Moto policía Bipo ZP9886 - Azul",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,16500,,,,https://smartpro.com.ar/wp-content/uploads/2021/07/Vehiculo-ZP9886.jpg,,,90000,,,,,,2,color,Azul,,1
6728,variation,"90000 RO","Moto policía Bipo ZP9886 - Rojo",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,16500,,,,https://smartpro.com.ar/wp-content/uploads/2021/07/Vehiculo-ZP9886-RO.jpg,,,90000,,,,,,3,color,Rojo,,1
6729,variation,"90000 BL","Moto policía Bipo ZP9886 - Blanco",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,16500,,,,https://smartpro.com.ar/wp-content/uploads/2021/07/Vehiculo-ZP9886-BL.jpg,,,90000,,,,,,4,color,Blanco,,1
6730,variation,"90000 VE","Moto policía Bipo ZP9886 - Verde",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,16500,,,,https://smartpro.com.ar/wp-content/uploads/2021/07/Vehiculo-ZP9886-VE.jpg,,,90000,,,,,,5,color,Verde,,1
6736,simple,45060,"Reloj despertador Kolke KVR 033",1,0,visible,"<ul>
 	<li>Tamaño del parlante: 40mm</li>
 	<li>Lector de tarjeta microSD (1GB-32GB)</li>
 	<li>Batería de 1500mAh</li>
 	<li>Autonomía: 72hs (7hs de música)</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Tamaño del parlante: 40mm</li>
 	<li>Bluetooth 2.1</li>
 	<li>Lector de tarjeta microSD (1GB-32GB)</li>
 	<li>Salida del parlante 4Ohm - 3W</li>
 	<li>Radio FM</li>
 	<li>Batería de 1500mAh</li>
 	<li>Autonomía: 72hs (7hs de música)</li>
</ul>
<strong>MODELO: KVR 033</strong>
<strong>CODIGO: 45060</strong>",,,taxable,,1,3,,0,0,,,,,0,,,3500,"Audio, Tecnología","Reloj, Reloj despertador, reloj digital",,https://smartpro.com.ar/wp-content/uploads/2021/07/Reloj-despertador-KVR-033.jpg,,,,,,,,,0,,,,
